City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Santiago Del Estero,AR,-27.7951,-64.2615,75.22,57,100,6.13,overcast clouds
347,Terney,RU,45.0503,136.6092,43.83,36,6,8.03,clear sky
348,Hambantota,LK,6.1241,81.1185,75.2,100,20,3.44,few clouds
349,Whitehorse,CA,60.7161,-135.0538,44.6,49,75,17.27,broken clouds
350,Togur,RU,58.3631,82.8265,35.55,99,100,6.46,overcast clouds
351,Sibolga,ID,1.7427,98.7792,83.61,68,82,1.36,broken clouds
352,Vestmannaeyjar,IS,63.4427,-20.2734,44.13,91,100,28.68,light rain
353,Mbuguni,TZ,-3.5667,36.95,71.6,88,75,4.09,broken clouds
354,Grande Prairie,CA,55.1667,-118.8027,55.4,38,20,6.91,few clouds
355,Tual,ID,-5.6667,132.75,82.71,69,75,6.44,broken clouds
356,Saint-Ambroise,CA,48.5501,-71.3324,50.0,27,32,5.75,scattered clouds
357,Evensk,RU,61.95,159.2333,18.12,91,100,15.26,light snow
358,Mayo,US,38.8876,-76.5119,57.2,100,90,5.75,moderate rain
359,Vredendal,ZA,-31.6683,18.5012,79.66,21,63,5.59,broken clouds
360,Sergeyevka,KZ,53.88,67.4158,37.56,77,18,6.24,few clouds
361,Tilichiki,RU,60.4667,166.1,22.26,83,100,6.93,overcast clouds
362,El Alto,PE,-4.2714,-81.2147,69.82,74,88,11.36,overcast clouds
363,Yichang,CN,30.7144,111.2847,66.0,64,52,1.52,broken clouds
364,Shimoda,JP,34.6667,138.95,53.6,43,40,17.27,scattered clouds
365,Ardu,EE,59.0986,25.3541,35.6,69,0,6.91,clear sky
366,Altoona,US,40.5187,-78.3947,54.0,67,56,4.85,broken clouds
367,Ketchikan,US,55.3422,-131.6461,50.0,66,1,10.36,clear sky
368,Hobyo,SO,5.3505,48.5268,81.12,69,95,9.71,overcast clouds
369,Port Hawkesbury,CA,45.6169,-61.3485,34.0,80,1,6.96,clear sky
370,Novaya Lyalya,RU,59.055,60.599,46.33,95,54,8.61,broken clouds
371,Jizan,SA,17.3333,42.6667,82.4,74,40,3.44,scattered clouds
372,Zarubino,RU,42.63,131.0922,43.86,53,37,8.75,scattered clouds
373,Svetlogorsk,BY,52.6333,29.7333,47.21,82,100,5.57,overcast clouds
374,Galveston,US,29.3669,-94.9669,72.0,83,90,14.97,overcast clouds
375,Alice Springs,AU,-23.7,133.8833,75.99,40,0,12.66,clear sky
376,Hay River,CA,60.8156,-115.7999,42.8,42,1,5.75,clear sky
377,Dandong,CN,40.1292,124.3947,54.82,46,3,17.63,clear sky
378,Lima,PE,-12.0432,-77.0282,66.2,82,0,4.61,clear sky
379,Atambua,ID,-9.1061,124.8925,80.51,55,63,2.1,broken clouds
380,Stranda,NO,62.3096,6.9358,32.0,83,11,7.63,few clouds
381,Praia Da Vitoria,PT,38.7333,-27.0667,57.99,94,0,3.4,clear sky
382,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,42.8,87,75,13.42,broken clouds
383,Zhanakorgan,KZ,43.9098,67.2495,55.8,56,0,9.69,clear sky
384,Lakes Entrance,AU,-37.8811,147.981,69.01,44,0,3.0,clear sky
385,Vyartsilya,RU,62.1764,30.693,28.27,92,6,3.0,clear sky
386,Acapulco,MX,16.8634,-99.8901,78.8,89,75,8.05,broken clouds
387,Anadyr,RU,64.75,177.4833,10.4,67,0,4.47,clear sky
388,Fomboni,KM,-12.28,43.7425,82.9,71,93,11.34,overcast clouds
389,Waingapu,ID,-9.6567,120.2641,82.81,65,9,4.25,clear sky
390,Malanje,AO,-9.5402,16.341,63.18,96,98,3.24,overcast clouds
391,Broome,US,42.2506,-75.833,54.0,71,90,9.22,overcast clouds
392,Djambala,CG,-2.5447,14.7533,67.44,90,100,2.59,light rain
393,Martapura,ID,-3.4167,114.85,80.6,94,40,6.91,scattered clouds
394,Richards Bay,ZA,-28.783,32.0377,72.27,88,49,8.61,scattered clouds
395,Rosita,NI,13.9268,-84.4032,74.61,82,7,1.86,clear sky
396,Grand Gaube,MU,-20.0064,57.6608,75.0,87,96,1.99,light rain
397,Kyren,RU,51.6828,102.1408,34.72,52,100,1.54,overcast clouds
398,Zhigansk,RU,66.7697,123.3711,22.15,90,100,9.04,light snow
399,Balkanabat,TM,39.5108,54.3671,63.27,49,99,6.4,overcast clouds
400,Puerto Quijarro,BO,-17.7833,-57.7667,76.73,52,26,1.72,scattered clouds
401,Luanda,AO,-8.8368,13.2343,78.8,89,20,1.14,few clouds
402,Kununurra,AU,-15.7667,128.7333,89.6,31,16,3.44,few clouds
403,Nguruka,TZ,-5.1092,31.0419,62.87,98,97,1.88,light rain
404,Tazovskiy,RU,67.4667,78.7,31.87,99,100,10.13,snow
405,Cocorit,MX,27.5833,-109.9667,77.0,41,40,5.75,scattered clouds
406,Cockburn Town,TC,21.4612,-71.1419,74.12,64,3,13.27,clear sky
407,Tezu,IN,27.9167,96.1667,86.7,23,100,1.16,overcast clouds
408,Brenham,US,30.1669,-96.3977,72.0,88,90,8.05,overcast clouds
409,Kavaratti,IN,10.5669,72.642,83.77,68,1,2.21,clear sky
410,Matara,LK,5.9485,80.5353,79.92,81,73,1.45,broken clouds
411,Grindavik,IS,63.8424,-22.4338,44.6,93,90,24.16,light rain
412,Gandajika,CD,-6.75,23.95,62.64,96,99,2.8,overcast clouds
413,Adra,ES,36.7496,-3.0206,57.2,77,75,11.5,broken clouds
414,Faanui,PF,-16.4833,-151.75,82.0,73,100,11.14,overcast clouds
415,Batemans Bay,AU,-35.7167,150.1833,70.0,71,2,3.0,clear sky
416,Landeck,AT,47.1301,10.5636,24.8,74,75,6.91,broken clouds
417,Awbari,LY,26.5921,12.7805,69.19,31,91,10.49,overcast clouds
418,Puerto Colombia,CO,10.9878,-74.9547,80.6,89,40,10.36,scattered clouds
419,Ifakara,TZ,-8.1333,36.6833,71.08,97,100,1.43,light rain
420,Sorland,NO,67.667,12.6934,41.09,82,100,24.9,light rain
421,Deputatskiy,RU,69.3,139.9,-0.78,92,99,4.29,overcast clouds
422,Henties Bay,NA,-22.116,14.2845,73.99,37,0,7.47,clear sky
423,Fougamou,GA,-1.2154,10.5838,74.21,97,100,0.29,overcast clouds
424,Charlestown,AU,-32.95,151.6667,75.99,42,0,3.56,clear sky
425,Saint-Pierre,RE,-21.3393,55.4781,73.4,83,40,5.75,light rain
426,Lianran,CN,24.9227,102.485,73.99,42,0,15.66,clear sky
427,Tambo,PE,-14.8,-73.9167,40.01,80,100,2.53,overcast clouds
428,Erzin,TR,36.9559,36.2,54.0,88,100,1.99,overcast clouds
429,Haysville,US,37.5645,-97.3523,54.0,40,90,12.66,overcast clouds
430,Saint-Denis,FR,48.9167,2.3333,39.99,81,0,8.05,clear sky
431,Varadero,CU,23.1536,-81.2514,73.4,78,20,5.75,few clouds
432,Hangu,CN,39.2489,117.7892,60.8,51,93,15.66,overcast clouds
433,Ondjiva,AO,-17.0667,15.7333,63.34,54,13,5.37,few clouds
434,Abong Mbang,CM,3.9833,13.1833,67.86,97,100,2.59,overcast clouds
435,Haines Junction,CA,60.7522,-137.5108,48.2,34,43,6.91,scattered clouds
436,Kutum,SD,14.2,24.6667,67.42,12,13,8.39,few clouds
437,Pisco,PE,-13.7,-76.2167,66.2,82,0,8.05,clear sky
438,Opuwo,NA,-18.0607,13.84,68.22,36,59,6.49,broken clouds
439,Beidao,CN,34.5686,105.8933,50.0,64,100,11.99,overcast clouds
440,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.57,87,44,6.29,moderate rain
441,Burdur,TR,37.7203,30.2908,39.2,87,40,3.44,scattered clouds
442,Praia,CV,14.9215,-23.5087,71.6,64,0,16.11,clear sky
443,Nabire,ID,-3.3667,135.4833,86.83,61,87,4.0,overcast clouds
444,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.0,93,1,4.61,clear sky
445,Caraballeda,VE,10.6112,-66.8522,71.01,78,100,1.01,overcast clouds
446,Orsha,BY,54.5153,30.4053,44.62,94,100,9.35,overcast clouds
447,Bali Chak,IN,22.3667,87.55,89.37,39,100,9.48,overcast clouds
448,Coihueco,CL,-36.6167,-71.8333,55.4,94,1,3.44,clear sky
449,Abadan,IR,30.3392,48.3043,68.0,37,0,9.22,clear sky
450,Reshetylivka,UA,49.565,34.0782,45.75,86,99,5.97,overcast clouds
451,Lashio,MM,22.9333,97.75,83.07,18,89,1.9,overcast clouds
452,Torquay,GB,50.4638,-3.5143,44.01,1,15,8.43,few clouds
453,Faya,SA,18.3851,42.4509,64.4,59,0,2.51,clear sky
454,Rasipuram,IN,11.4667,78.1667,73.4,88,75,6.91,mist
455,Penzance,GB,50.1186,-5.5371,46.0,87,20,6.91,few clouds
456,Victoria,HK,22.2855,114.1577,73.0,88,100,1.01,overcast clouds
457,College,US,64.8569,-147.8028,46.4,46,75,4.47,broken clouds
458,North Bend,US,43.4065,-124.2243,55.99,58,1,16.11,clear sky
459,Todos Santos,MX,23.45,-110.2167,64.99,85,76,4.0,broken clouds
460,Bambous Virieux,MU,-20.3428,57.7575,77.0,94,75,6.91,light rain
461,Brownwood,US,31.7093,-98.9912,64.4,68,90,12.66,overcast clouds
462,Moindou,NC,-21.6924,165.677,77.0,83,90,11.5,light rain
463,Namatanai,PG,-3.6667,152.4333,85.35,65,25,4.32,scattered clouds
464,Zyryanka,RU,65.75,150.85,10.49,75,100,3.65,overcast clouds
465,Lata,PT,40.1629,-8.3327,60.01,95,100,2.33,overcast clouds
466,Susehri,TR,40.1644,38.0867,45.34,76,100,4.0,overcast clouds
467,Kodar,IN,16.9833,79.9667,80.62,60,5,5.19,clear sky
468,Srednekolymsk,RU,67.45,153.6833,16.09,69,5,7.16,clear sky
469,Codrington,AU,-38.2667,141.9667,59.58,75,100,18.43,overcast clouds
470,Narsaq,GL,60.9167,-46.05,32.0,74,28,1.14,scattered clouds
471,Zalantun,CN,48.0,122.7167,44.11,33,100,9.44,overcast clouds
472,Kawambwa,ZM,-9.7915,29.0791,60.69,97,98,4.74,overcast clouds
473,Bengkulu,ID,-3.8004,102.2655,81.61,70,99,2.44,overcast clouds
474,Steinbach,DE,50.1667,8.5667,32.0,86,0,6.91,clear sky
475,Orlik,RU,52.5178,99.825,27.79,57,100,16.42,light snow
476,Channel-Port Aux Basques,CA,47.5702,-59.1367,39.31,75,25,10.33,scattered clouds
477,Asahikawa,JP,43.7678,142.3703,39.2,52,75,9.22,broken clouds
478,Markala,ML,13.7021,-6.0659,89.31,33,40,10.89,scattered clouds
479,Magadan,RU,59.5667,150.8,23.5,80,100,16.82,light snow
480,Axim,GH,4.8699,-2.2405,79.72,84,100,6.15,overcast clouds
481,Vilhena,BR,-12.7406,-60.1458,71.28,88,100,2.93,overcast clouds
482,Crib Point,AU,-38.35,145.2,64.99,63,46,20.31,scattered clouds
483,Neuquen,AR,-38.9516,-68.0591,55.4,71,0,14.61,clear sky
484,Thinadhoo,MV,0.5333,72.9333,81.95,63,15,2.82,few clouds
485,Kobryn,BY,52.2138,24.3564,36.73,96,100,2.91,overcast clouds
486,Halifax,CA,44.6453,-63.5724,37.4,70,29,9.22,scattered clouds
487,Hornepayne,CA,49.2138,-84.7705,34.02,95,100,10.47,snow
488,Coos Bay,US,43.3665,-124.2179,55.99,58,1,16.11,clear sky
489,Searcy,US,35.2506,-91.7363,53.6,87,1,4.16,clear sky
490,Bay Roberts,CA,47.5999,-53.2648,33.01,91,66,5.99,broken clouds
491,Escarcega,MX,18.6089,-90.7454,83.46,41,80,4.43,broken clouds
492,Bosaso,SO,11.2842,49.1816,78.76,71,35,7.47,scattered clouds
493,Chebenki,RU,51.9337,55.7077,41.0,87,0,4.47,clear sky
494,Guiyang,CN,26.5833,106.7167,53.6,94,90,4.47,light intensity drizzle
495,La Union,PE,-5.4,-80.75,76.23,59,76,15.17,broken clouds
496,Morros,BR,-9.4467,-46.3003,73.06,79,99,2.1,overcast clouds
497,Drochia,MD,48.035,27.8161,43.38,87,100,12.62,light rain
498,Burnie,AU,-41.0667,145.9167,53.1,86,98,13.44,light rain
499,Arroyo,ES,41.6096,-4.7969,45.0,70,40,13.8,scattered clouds
500,Yelizovo,RU,53.1873,158.3805,42.8,87,75,13.42,broken clouds
501,Altagracia De Orituco,VE,9.8601,-66.3814,75.49,86,99,2.68,overcast clouds
502,Flin Flon,CA,54.7682,-101.865,29.62,77,100,3.42,overcast clouds
503,Pineville,US,31.3224,-92.4343,64.99,94,90,5.75,overcast clouds
504,Voznesenye,RU,61.0106,35.4781,30.25,91,100,4.5,overcast clouds
505,Barstow,US,34.8986,-117.0228,66.2,22,1,34.52,clear sky
506,Riohacha,CO,11.5444,-72.9072,79.81,83,94,13.18,overcast clouds
507,Ucluelet,CA,48.9329,-125.5528,59.0,47,20,12.66,few clouds
508,Fukue,JP,32.6881,128.8419,59.0,47,75,11.5,broken clouds
509,Havoysund,NO,70.9963,24.6622,26.6,74,75,4.61,broken clouds
510,Walvis Bay,NA,-22.9575,14.5053,73.99,37,0,4.45,clear sky
511,Tottori,JP,35.5,134.2333,53.6,58,75,5.75,broken clouds
512,Adilcevaz,TR,38.8039,42.7342,33.8,80,20,3.44,few clouds
513,Lyubinskiy,RU,55.1542,72.6925,37.4,100,2,2.24,mist
514,Lincoln,US,40.8,-96.667,44.01,49,1,6.91,clear sky
515,Moerai,PF,-22.4333,-151.3333,79.2,74,100,17.25,overcast clouds
516,Seljord,NO,59.4894,8.634,37.0,89,55,3.98,broken clouds
517,Ocos,GT,14.5094,-92.1933,82.4,78,40,4.61,scattered clouds
518,Holme,DK,56.1138,10.1725,30.99,86,33,2.3,scattered clouds
519,Angoram,PG,-4.0625,144.0661,85.28,73,93,1.63,overcast clouds
520,Komsomolskiy,UZ,40.4272,71.7189,53.6,66,100,6.91,overcast clouds
521,Puerto Ayacucho,VE,5.6639,-67.6236,72.48,95,100,2.33,overcast clouds
522,Maneadero,MX,31.7167,-116.5667,57.99,75,22,5.01,few clouds
523,Watsonville,US,36.9102,-121.7569,55.99,76,1,10.36,clear sky
524,Seoul,KR,37.5683,126.9778,53.6,62,40,3.44,scattered clouds
525,Petropavlovka,RU,50.6114,105.3196,33.62,43,100,4.5,overcast clouds
526,Vikhorevka,RU,56.1201,101.1636,30.2,86,40,6.71,light snow
527,Dolores,AR,-36.3132,-57.6792,57.25,85,0,6.58,clear sky
528,Buin,CL,-33.7333,-70.75,64.99,77,0,6.91,clear sky
529,San Juan,AR,-31.5375,-68.5364,70.93,39,0,5.66,clear sky
530,Bangolo,CI,7.0069,-7.475,70.5,96,100,2.57,light rain
531,Sarangani,PH,5.4033,125.4636,83.26,75,93,14.61,overcast clouds
532,Uribia,CO,11.7139,-72.266,83.55,67,75,15.05,broken clouds
533,Pemberton,CA,50.3164,-122.8027,66.2,11,1,5.75,clear sky
534,Isangel,VU,-19.55,169.2667,84.2,79,20,6.91,few clouds
535,Nizwa,OM,22.9333,57.5333,75.45,32,0,1.92,clear sky
536,Mineiros,BR,-17.5694,-52.5511,68.77,58,5,3.62,clear sky
537,Broken Hill,AU,-31.95,141.4333,62.6,45,95,13.8,overcast clouds
538,Virginia Beach,US,36.8529,-75.978,60.8,77,90,4.61,heavy intensity rain
539,Lingao,CN,19.9103,109.6859,81.57,67,100,9.19,overcast clouds
540,Tiksi,RU,71.6872,128.8694,13.17,90,54,2.35,broken clouds
541,Galesong,ID,-5.3166,119.3661,84.2,74,20,3.44,few clouds
542,Ciudad Bolivar,VE,8.1222,-63.5497,85.51,59,100,1.54,overcast clouds
543,Tawang,IN,27.5833,91.8667,51.87,53,59,5.14,broken clouds
544,Kyra,RU,49.5776,111.9753,33.87,32,100,14.16,overcast clouds
545,Nortelandia,BR,-14.4547,-56.8028,77.36,74,99,3.15,overcast clouds
546,Caxias,PT,38.7031,-9.2767,60.01,100,75,2.3,broken clouds
547,Teya,RU,60.3778,92.6267,25.63,83,94,4.92,overcast clouds
548,Poum,NC,-20.2333,164.0167,78.1,82,99,11.41,overcast clouds
549,Maihar,IN,24.2667,80.75,86.14,25,100,9.15,overcast clouds
550,Candolim,IN,15.5181,73.7626,80.6,89,75,3.44,mist
551,Deqing,CN,30.5448,119.9599,55.0,78,100,7.0,overcast clouds
552,Xinpu,CN,34.5997,119.1594,58.15,41,100,11.12,overcast clouds
553,Mbanza-Ngungu,CD,-5.25,14.8667,66.72,96,91,3.27,moderate rain
554,Muscat,OM,23.6139,58.5922,78.8,53,0,3.44,clear sky
555,Port Augusta,AU,-32.5,137.7667,68.0,40,93,9.22,overcast clouds
556,Ishigaki,JP,24.3448,124.1572,75.2,83,75,12.66,broken clouds
557,Weinan,CN,34.5036,109.5089,64.0,76,100,11.18,mist
558,Kriel,ZA,-26.2739,29.2253,60.01,72,14,5.12,few clouds
559,Maltahohe,NA,-24.8333,16.9833,61.54,32,0,8.9,clear sky
560,Ekhabi,RU,53.5102,142.9671,26.35,81,100,24.32,light snow
561,Menongue,AO,-14.6585,17.691,60.42,81,42,3.0,scattered clouds
562,Challapata,BO,-18.9,-66.7667,52.39,54,42,2.17,scattered clouds
563,Jiexiu,CN,37.0244,111.9125,61.54,34,60,16.6,broken clouds
564,Borogontsy,RU,62.6683,131.1683,24.51,81,74,3.27,broken clouds
565,Zaranj,AF,30.9667,61.8833,68.23,40,98,8.34,overcast clouds
566,Goure,NE,13.9835,10.2704,75.9,6,5,6.64,clear sky
567,Black River,JM,18.0264,-77.8487,82.4,24,20,12.66,few clouds
568,Naryan-Mar,RU,67.6713,53.087,28.06,86,97,22.59,overcast clouds
569,Port Blair,IN,11.6667,92.75,83.86,70,100,0.92,overcast clouds
570,Tank,PK,32.2217,70.3793,77.04,41,100,4.65,light rain
571,Ostrovnoy,RU,68.0531,39.5131,26.85,84,79,27.92,broken clouds
572,Trinidad,BO,-14.8333,-64.9,73.99,87,57,2.93,broken clouds
573,Bontang,ID,0.1333,117.5,75.18,93,100,10.2,overcast clouds
574,Elko,US,41.0002,-115.5012,41.0,81,100,7.0,overcast clouds
575,Aykhal,RU,66.0,111.5,20.28,87,92,5.93,overcast clouds
576,Isla Mujeres,MX,21.2311,-86.731,80.6,78,75,12.66,broken clouds
577,Aripuana,BR,-9.1667,-60.6333,73.35,97,100,2.21,overcast clouds
578,Marsh Harbour,BS,26.5412,-77.0636,71.37,62,3,12.24,clear sky
579,Kralendijk,BQ,12.15,-68.2667,80.6,89,57,12.66,broken clouds
580,Stephenville Crossing,CA,48.5,-58.4318,41.0,48,1,13.8,clear sky
581,Dumka,IN,24.2667,87.25,91.63,14,9,4.43,clear sky
582,Ballina,AU,-28.8667,153.5667,78.8,44,0,2.3,clear sky
583,Safford,US,32.834,-109.7076,78.8,8,1,10.36,clear sky
584,Ugoofaaru,MV,5.6667,73.0,82.96,69,83,6.15,broken clouds
585,Salaga,GH,8.5508,-0.5188,82.29,59,73,9.01,broken clouds
586,Merauke,ID,-8.4667,140.3333,85.41,60,99,9.08,overcast clouds
587,Abeche,TD,13.8292,20.8324,78.37,9,0,13.6,clear sky
588,Ribeira Brava,PT,32.65,-17.0667,62.6,82,20,5.75,few clouds
589,Te Anau,NZ,-45.4167,167.7167,53.78,83,98,6.33,overcast clouds
590,Canandaigua,US,42.8742,-77.288,52.0,34,96,1.99,overcast clouds
591,Buchanan,LR,5.8808,-10.0467,78.03,85,97,1.9,light rain
592,Sisimiut,GL,66.9395,-53.6735,7.59,87,40,19.06,scattered clouds
593,Edd,ER,13.9297,41.6925,79.75,81,33,4.61,scattered clouds
594,Saint-Augustin,CA,51.226,-58.6502,35.22,72,0,3.74,clear sky
595,Sorkjosen,NO,69.8,20.9333,30.94,96,100,9.22,light snow
596,Rondonopolis,BR,-16.4708,-54.6356,74.37,54,29,1.99,scattered clouds
597,Satinka,RU,52.3792,41.6819,47.16,71,32,7.56,scattered clouds
598,Bardiyah,LY,31.7561,25.0865,66.76,40,7,11.9,clear sky
599,Larsnes,NO,62.2028,5.5773,41.0,81,17,1.01,few clouds
600,Bubaque,GW,11.2833,-15.8333,77.43,80,78,12.75,broken clouds
601,Aksu,CN,41.1231,80.2644,59.7,27,87,3.76,overcast clouds
602,Huarmey,PE,-10.0681,-78.1522,68.14,83,84,5.75,broken clouds
603,Dubbo,AU,-32.25,148.6167,71.6,37,1,4.61,clear sky
604,Yar,RU,58.249,52.1026,38.73,96,36,3.89,scattered clouds
605,Verkhniye Achaluki,RU,43.3469,44.6975,33.8,100,9,4.47,clear sky
606,Leshukonskoye,RU,64.8989,45.7622,30.85,78,8,9.28,clear sky
607,Apac,UG,1.9756,32.5386,64.08,91,22,2.13,few clouds
608,Prieska,ZA,-29.6641,22.7474,71.4,28,27,1.21,scattered clouds
609,Sur,OM,22.5667,59.5289,83.3,41,3,7.07,clear sky
610,Strezhevoy,RU,60.7333,77.5889,41.0,70,0,8.95,clear sky
611,Lac Du Bonnet,CA,50.2536,-96.0612,34.0,100,100,3.0,overcast clouds
612,San Ramon,US,37.7799,-121.978,62.01,41,1,16.11,clear sky
613,Hammerfest,NO,70.6634,23.6821,26.6,74,75,4.61,light snow
614,Butembo,CD,0.15,29.2833,57.65,95,100,2.86,overcast clouds
615,Solano,US,38.2333,-121.9511,66.99,32,1,18.41,clear sky
616,Korla,CN,41.7597,86.1469,59.77,23,10,8.39,clear sky
617,Nioki,CD,-2.7167,17.6833,70.77,96,79,2.3,broken clouds
618,Waddan,LY,29.1614,16.139,60.67,47,97,4.03,overcast clouds
619,Zhuji,CN,29.7188,120.2423,57.2,72,75,4.47,broken clouds
620,Tautira,PF,-17.7333,-149.15,82.4,74,75,11.5,broken clouds
621,Kainantu,PG,-6.2887,145.8655,76.98,50,100,2.71,overcast clouds
622,Borba,BR,-4.3878,-59.5939,74.57,98,98,0.76,overcast clouds
623,Langeskov,DK,55.3565,10.5845,37.0,72,60,9.28,broken clouds
624,Alyangula,AU,-13.8483,136.4192,86.0,70,90,9.89,overcast clouds
625,Narragansett,US,41.4501,-71.4495,46.4,81,90,6.91,overcast clouds
626,Suntar,RU,62.1444,117.6319,29.73,87,100,3.09,overcast clouds
627,Ilinskiy,RU,55.619,38.1182,53.01,70,100,2.24,light rain
628,Melfort,CA,52.8667,-104.6177,32.0,64,85,3.44,overcast clouds
629,Gillette,US,44.2911,-105.5022,30.2,69,90,9.22,overcast clouds
630,Biu,NG,10.6129,12.1946,80.26,41,99,9.51,overcast clouds
631,Villa Guerrero,MX,18.8667,-99.65,89.01,71,75,5.75,broken clouds
632,Phek,IN,25.6667,94.5,69.28,36,63,1.79,broken clouds
633,Krupanj,RS,44.3656,19.3619,33.8,100,75,2.3,broken clouds
634,Bonfim,BR,3.0833,-59.95,78.48,82,72,2.04,light rain
635,Dabhol,IN,17.6,73.1667,79.99,65,0,1.59,clear sky
636,Rypefjord,NO,70.6333,23.6667,26.6,74,75,4.61,light snow
637,Alepe,CI,5.5004,-3.6631,82.4,89,20,6.91,few clouds
638,Mugango,TZ,-1.6833,33.7,66.02,84,100,6.53,overcast clouds
639,Jacareacanga,BR,-6.2222,-57.7528,74.52,96,100,0.98,overcast clouds
640,Upata,VE,8.0086,-62.3989,82.0,77,91,1.99,overcast clouds
641,Leon,MX,21.1167,-101.6667,78.8,21,75,12.73,broken clouds
642,Carcassonne,FR,43.25,2.1667,44.6,93,0,3.44,clear sky
643,Finote Selam,ET,10.7,37.2667,64.74,64,85,2.15,overcast clouds
644,Kaffrine,SN,14.1059,-15.5508,74.95,36,0,7.45,clear sky
645,Port-Gentil,GA,-0.7193,8.7815,81.18,78,100,3.02,overcast clouds
646,Asau,RO,46.4333,26.4,39.0,67,100,4.0,overcast clouds
647,Staraya Kulatka,RU,52.7167,47.6167,47.14,83,22,3.49,few clouds
648,Lokosovo,RU,61.1333,74.8167,43.77,94,96,12.71,overcast clouds
649,Marrakesh,MA,31.6315,-8.0083,60.8,77,75,6.91,broken clouds
650,Bucerias,MX,20.75,-105.3333,77.0,78,1,5.75,clear sky
651,Montepuez,MZ,-13.1256,38.9997,66.11,96,99,6.13,overcast clouds
652,Saint-Francois,FR,46.4154,3.9054,30.0,86,0,2.53,clear sky
653,Ahuimanu,US,21.4447,-157.8378,80.6,57,20,12.66,few clouds
654,Ilhabela,BR,-23.7781,-45.3581,70.95,75,57,7.54,broken clouds
655,Chernyshevskiy,RU,63.0128,112.4714,24.48,84,95,5.01,overcast clouds
656,Buala,SB,-8.145,159.5921,84.58,69,49,2.53,light rain
657,Avanigadda,IN,16.0215,80.9181,77.0,83,75,2.3,broken clouds
658,Yulara,AU,-25.2406,130.9889,62.6,72,75,14.97,broken clouds
659,Qujing,CN,25.4833,103.7833,68.56,32,100,15.9,overcast clouds
660,Labuhan,ID,-6.8844,112.2051,82.47,74,66,7.67,broken clouds
661,Iracoubo,GF,5.4802,-53.2011,78.46,89,99,8.25,overcast clouds
662,Tabriz,IR,38.08,46.2919,42.8,49,0,4.61,clear sky
663,Plettenberg Bay,ZA,-34.0527,23.3716,61.99,90,1,1.52,clear sky
